Wall time,Step,Value
1727048718.614311,0,0.7641533017158508
1727048718.6272757,1,0.7225738763809204
1727048718.6402397,2,0.6869832873344421
1727048718.6522083,3,0.6575961112976074
1727048718.6651738,4,0.6339402198791504
1727048718.6787028,5,0.6152504682540894
1727048718.6936631,6,0.6007223725318909
1727048718.7086232,7,0.5893547534942627
1727048718.7225864,8,0.580058217048645
1727048718.7375455,9,0.5718921422958374
1727048718.7505107,10,0.5642057061195374
1727048718.767467,11,0.5566525459289551
1727048718.7814288,12,0.5491340160369873
1727048718.7943926,13,0.541709303855896
1727048718.8127437,14,0.5345094799995422
1727048718.8277037,15,0.5276901125907898
1727048718.8426642,16,0.5213884711265564
1727048718.8556306,17,0.5156922936439514
1727048718.8695931,18,0.5106422901153564
1727048718.8845518,19,0.5062229633331299
1727048718.9035013,20,0.5023744702339172
1727048718.9224517,21,0.49900850653648376
1727048718.9364145,22,0.49602505564689636
1727048718.950377,23,0.49332183599472046
1727048718.9663346,24,0.4908100366592407
1727048718.9832878,25,0.4884184002876282
1727048719.004232,26,0.48609310388565063
1727048719.0251765,27,0.48379725217819214
1727048719.044126,28,0.48151445388793945
1727048719.0620778,29,0.47924187779426575
1727048719.0850158,30,0.4769843816757202
1727048719.1009736,31,0.4747641384601593
1727048719.1179283,32,0.4725988805294037
1727048719.1376197,33,0.47051358222961426
1727048719.1535766,34,0.46853265166282654
1727048719.1695356,35,0.46667078137397766
1727048719.1864889,36,0.4649367928504944
1727048719.2014482,37,0.46333515644073486
1727048719.2174058,38,0.46186327934265137
1727048719.2323654,39,0.46051025390625
1727048719.2463284,40,0.4592604637145996
1727048719.2622852,41,0.45810529589653015
1727048719.286222,42,0.45702362060546875
1727048719.3021784,43,0.45600616931915283
1727048719.3161418,44,0.4550408720970154
1727048719.3321,45,0.454120010137558
1727048719.3470595,46,0.45324045419692993
1727048719.360026,47,0.4523990750312805
1727048719.371993,48,0.451597660779953
1727048719.3849576,49,0.4508349895477295
1727048719.4009147,50,0.4501146376132965
1727048719.4168723,51,0.44943714141845703
1727048719.43283,52,0.448801726102829
1727048719.447789,53,0.4482068717479706
1727048719.4607542,54,0.4476487934589386
1727048719.474718,55,0.4471243619918823
1727048719.489678,56,0.44662952423095703
1727048719.5046377,57,0.4461585581302643
1727048719.5176034,58,0.44570815563201904
1727048719.533561,59,0.44527503848075867
1727048719.5455277,60,0.4448576271533966
1727048719.5584934,61,0.4444548189640045
1727048719.573453,62,0.44406697154045105
1727048719.586419,63,0.4436960816383362
1727048719.6023762,64,0.44334015250205994
1727048719.619331,65,0.4430016577243805
1727048719.6342902,66,0.44268420338630676
1727048719.6492507,67,0.44238337874412537
1727048719.6662056,68,0.44210150837898254
1727048719.7261221,69,0.441837340593338
1727048719.7550437,70,0.4415889382362366
1727048719.7739935,71,0.44135424494743347
1727048719.790949,72,0.4411327838897705
1727048719.8049116,73,0.4409242272377014
1727048719.8198705,74,0.4407240152359009
1727048719.8348305,75,0.44053342938423157
1727048719.8507879,76,0.4403530955314636
1727048719.8647506,77,0.4401797652244568
1727048719.8797102,78,0.44001397490501404
1727048719.8926759,79,0.43985825777053833
1727048719.9086344,80,0.43970856070518494
1727048719.921599,81,0.43956658244132996
1727048719.9345636,82,0.4394308626651764
1727048719.948527,83,0.4393041133880615
1727048719.961493,84,0.4391826093196869
1727048719.9764516,85,0.4390670955181122
1727048719.9914117,86,0.43895649909973145
1727048720.005375,87,0.4388498365879059
1727048720.0193377,88,0.43875086307525635
1727048720.034297,89,0.43865343928337097
1727048720.046265,90,0.4385616183280945
1727048720.0592308,91,0.4384736120700836
1727048720.0752537,92,0.438387930393219
1727048720.090213,93,0.4383085370063782
1727048720.1051722,94,0.4382314383983612
1727048720.1201327,95,0.4381577670574188
1727048720.1350925,96,0.4380876421928406
1727048720.150052,97,0.4380204379558563
1727048720.1660104,98,0.4379551112651825
1727048720.183962,99,0.43789300322532654
